BL record ID;Title;Standardised title;Other titles;Composer;Composer life dates;Other names;Publication date (standardised);Country of publication;Place of publication;Publisher;Notes;Contents;Subject/genre terms;Voices;Titles madrigals
4507535;Madrigali a sei voci, in un corpo ridotti;Madrigals. voices (6);;Marenzio, Luca;1553-1599;"Beller, Jean [printer] ; Bicci, Antonio [composer] ; Phalèse, Pierre [printer] ; Ximenez, Consalvo [dedicatee] ; Ximenez, Edovardo [dedicatee] ; Ximenez, Ferdinando [dedicatee]";1594;Belgium;"Anuersa ; Venice";Pietro Phalesio & Giovanni Bellero;"Collection of madrigals in six parts and one madrigal in ten parts (SATB56) ; All works are by Luca Marenzio except for 'Candide perle e voi labbra ridenti' which is by Antonio Bicci ; With a table of contents at the end ; With a dedication in Italian by Pietro Phalesio to Edovardo, Ferdinando and Consalvo Ximenez, merchants of Antwerp, dated, 'Anuersa à li 26. di Genaio 1594.' ; With some missprinted folio numbers in all part books ; Transcribed title page from canto part book: DI LVCA MARENZIO, / MVSICO ECCELLENTISSIMO. / MADRIGALI A SEI VOCI, / IN VN CORPO RIDOTTI. / Nuouamente posti in luce, & con ogni / diligentia corretti. / Aggiunto vi di più vno Madrigale del istesso Authore à Dieci Voci. / CANTO. / IN ANVERSA. / Appresso Pietro Phalesio & Giouanni Bellero. / M. D. XCIIII ; Copy at K.3.f.15. CANTO (56 leaves), ALTO (55 leaves), TENORE (56 leaves), BASSO (55 leaves), QVINTO (56 leaves), SESTO (56 leaves); original foliation: Canto, Tenore, Quinto, Sesto: [1], 2-56 f. Alto, Basso: [1], 2-55 f.; paper dimensions: 170 x 211 mm ; Copy at K.3.f.15. Digitised score at http://purl.org/rism/BI/1594/14";"L'aura serena (prima parte) Le quali: Ella spargease dolcemente (seconda parte) -- Cantai gia lieto il mio libero stato (prima parte) Che la mia donna (seconda parte) -- Donna piu d'altr'adorna -- O quante volte in van cor mio -- Se bramate ch'io mora -- S'a veder voi non ve[n]go -- Baci soavi e cari (prima parte) Baci amorosi e belli (seconda parte) Baci affammati e'n gordi (terza parte) Baci cortesi e grati (quarta parte) Baci ohime (quinta & ultima parte) -- Viurò dunque lontano -- Dansava con maniere (prima parte) Son presa diss'e à me (seconda parte) -- Amatemi ben mio -- Fuggi speme mia -- Non porta ghiaccio Aprile -- Per duo coralli ardenti -- Qual vive Salamandra -- Io vidi gia sottol'ardente -- Posso cor mio partire -- Passando co[n] pensier per un boschetto (prima parte) Noi stare[m] troppo ch'el tempo si turba (seconda parte) Fuggendo tutte di paura piene (terza & vltima parte) -- Arsi gran tempo e del mio foco indegno (prima parte) Lasso e conosco (seconda parte) -- Leggiadrissima eterna Primauera (prima parte) Già le Muse (seconda parte) -- O dolorosa sorte -- Tutte sue squadre di miserie e stenti -- Stringeami Galatea fra le sue nude braccio (prima parte) Ella che se n'accorse (seconda parte) -- Caro Aminta pur vuoi (prima parte) Non puo Filli piu il core (seconda parte, risposta) -- Ahime tal fu d'Amore -- Vaghi capell'aurati -- Nel dolce seno della bella Clori (prima parte) Perche l'vna e l'altr'alma insieme scocchi (seconda parte) -- Dice la mia bellissima Licori -- Satiati Amor ch’a piu doglioso ama[n]te -- Occhi: Sereni e chiari -- Ne fero sdegno mai donna mi mosse (prima parte) Talche dovunque vò (seconda parte) -- Spiri dolce Fauonio Arabi odori (prima parte) Tacciano i venti (seconda parte) -- Vaghi e lieti fanciulli -- Del cibo onde il signor mio sempr'abonda [prima parte] Con quella manche tanto desiai (seconda parte) -- Piangea Filli e riuolte ambe le luci ; Al suon de le dolcissime parole -- Io morirò d'Amore -- Giunt'a vn bel font'il trasmutato in fiore -- Con la sua man la mia Madonna -- Con dolce sguardo alquant'acerb'in vista (prima parte) Di lagrime indi sparge'vn ruscelletto (seconda parte) -- Vatene anima mia -- Nel piu fiorito Aprile -- In vn bel bosco di leggiadre fronde (prima parte) Dolce laccio o vaghe reti o bosco Vezzoso (seconda parte) -- In vn lucido rio -- E s'io mi doglio Amore -- Di nettare amoroso ebro la mente (prima parte) Sonar le labbra (seconda parte) -- La dipartita è amara -- Strinse Amarilli il vago suo Fileno -- Mentre sul far del giorno -- Crudel perche mi fuggi -- Su l'ampia fronte il cresp'oro lucente (prima parte) Io che forma celeste in terra scorsi (seconda parte) -- Deh rinforzate il vostro largo pianto -- Nessun visse giamai piu di me lieto -- Parto da voi mio sole -- Non è questa la mano -- Tigre mia se ti pesa -- Donò Cinthia a Damone -- O che soave e non inteso baccio -- Potro viver io piu se senza luce -- Cantate Ninfe leggiadrette e belle -- Tra l'herbe a pie d'vn mirto che'l copriua (prima parte) Per più gradirla co' lasciui amori -- Come fuggir per selu'ombrosa e folta -- Ecco che'l ciel a noi chiar' & sereno (prima parte) Ecco che mill'augei co[n] dolci accenti (seconda parte) -- Qual per ombrose et verdegianti valli [prima parte] Puot'aguagliar l'alto piacer (seconda parte) -- Cedan l'antiche tue chiare vittorie (prima parte) Mentre nouella alma Vittoria (seconda parte) -- Bianchi Cigni e canori (prima parte) Alzate il nouo Lauro oltra le stelle (seconda parte) Guidate dolci & amorosi balli (terza parte) -- Filli mia bella a Dio -- Come inanti de l'alba ruggiadosa [prima parte] Cosi questa di cui canto gl'honori (seconda parte) -- Vita de la mia vita -- Quell'ombra esser vorei -- Da i bei labri di rose aura tranquilla -- Questa ordi il laccio -- Leggiadre Ninfe e Pastorelli amanti ; Candide perle e voi labbra ridenti / Antonio Bicci -- Ben mi credetti gia d'esser felice -- Vaneggio od è pur vero -- Mentre fia caldo il sol fredda la neue -- Basti fin qui le pene";Madrigals, Italian;6;
4507536;Di Luca Marenzio ... Il Primo, Secondo, Terzo, Quarto & Quinto Libro de Madrigali a Sei Voci, nouamente ristampati & in un corpo ridotti. Canto. (Alto.) (Tenore.) (Basso.) (Quinto.) (Sesto.);Madrigali a sei voci;;Marenzio, Luca;1553-1599;;1610;Belgium;Anversa;Pietro Phalesio;;;;6;
4507537;Il Primo Libro de Madrigali a Sei Voci ... Nouamente Ristampato. Canto. (Alto.) (Basso.) (Quinto.);Madrigali a sei voci;;Marenzio, Luca;1553-1599;;1584;Italy;Venetia;Appresso Angelo Gardano;;;;6;
4507538;Il Primo libro de madrigali: A sei uoci ... Nouamemente ristampato. <Canto. - Tenore. - Alto. - Basso. - Quinto. - Sesto.> [Parts.];Madrigali a sei voci;;Marenzio, Luca;1553-1599;;1603;Italy;Venetia;Appresso Angelo Gardano;;;;6;
4507539;When April decked in roses gay.' Madrigal, arranged and adapted to English words by T. Oliphant;Madrigali a sei voci. Il primo libro de madrigali a sei voci. - Nel più fiorito Aprile;;Marenzio, Luca;1553-1599;;1840;England;London;;;;;6;Nel più fiorito Aprile
4507540;Nel più fiorito Aprile. Madrigal for S. A. A. T. T. B. English words by W. Barclay Squire ... Edited by L. Benson;Madrigali a sei voci. Il Primo libro de madrigali a sei voci;;Marenzio, Luca;1553-1599;;1913;;;;;;;6;Nel più fiorito Aprile.
4507541;Il Secondo libro de madrigali a sei uoci ... Di nouo ristampato, & con diligenza corretto. <Canto. - Tenore. - Alto. - Basso. - Quinto. - Sesto.> [Parts.];Il secondo libro de madrigali a sei voci;;Marenzio, Luca;1553-1599;;1600;Italy;Venetia;Appresso Angelo Gardano;;;;;
4507543;Cedan l'antiche. Madrigal ... Edited by R. A. Streatfeild;Il secondo libro de madrigali a sei voci;;Marenzio, Luca;1553-1599;;1895;;;;;;;6;Cedan l'antiche.
4507544;Cedan l'antiche. Madrigal for S. S. A. A. T. B. ... English translation by W. Barclay Squire. Edited by L. Benson;Il secondo libro de madrigali a sei voci;;Marenzio, Luca;1553-1599;;1913;;;;;;;6;Cedan l'antiche.
4507546;Di Luca Marenzio il terzo libro de madrigali a sei voci. Novamenti composto et dato in luce. <Canto. - Quinto.>;Il terzo libro de madrigali a sei voci;;Marenzio, Luca;1553-1599;;1585;Italy;Venezia;Appresso l'Herede di Girolamo Scotto;;;;6;
4507547;Di Luca Marenzio il Terzo Libro de Madrigali a Sei Voci. Nouamente ristampati. Canto;Il terzo libro de madrigali a sei voci;;Marenzio, Luca;1553-1599;;1589;Italy;Venetia;Appresso l'Herede de Girolamo Scotto;;;;6;
4507551;Il Quarto Libro de Madrigali a Sei Voci ... Nouamente Ristampato. Alto;Il quarto libro de madrigali a sei voci;;Marenzio, Luca;1553-1599;;1593;Italy;Venetia;Appresso Angelo Gardano;;;;6;
4507552;Libro quarto de Madrigali a sei uoci ... Nouamente ristampato. <Canto. - Tenore. - Alto. - Basso. - Quinto. - Sesto.> [Parts.];Il quarto libro de madrigali a sei voci;;Marenzio, Luca;1553-1599;;1605;Italy;Venetia;Appresso Angelo Gardano;;;;6;
4507553;Unkinde, O stay. Madrigal for six voices. The English adaptation altered from Watson's ♯First Sett of Italian Madrigalls Englished' ... edited from a contemporary ms. [version of the words in a copy of Marenzio's ♯Madrigali a sei voci' (Antwerp, 1594), preserved in the British Museum] by W. B. Squire;Il quarto libro de madrigali a sei voci. Crudel perchè;;Marenzio, Luca;1553-1599;Squire, William Barclay;1889;England;London;S Lucas, Weber & Co;;;;6;Crudel perchè
4507554;So saith my fair. Madrigal, etc;Il quarto libro de madrigali a sei voci. Dice la mia bellissima Licori;;Marenzio, Luca;1553-1599;;1902;England;London;Novello & Co;;;;6;Dice la mia bellissima Licori
4507556;So saith my fair. Madrigal, etc;Il quarto libro de madrigali a sei voci. Dice la mia bellissima Licori;;Marenzio, Luca;1553-1599;;1902;England;London;Novello & Co;;;;6;Dice la mia bellissima Licori
4507557;Il qvinto libro de madrigal a sei voci;Madrigals. voices (6). book 5;"Quinto libro de madrigali a sei voci ; Candide perle e voi labbra ridenti ; Madrigals";Marenzio, Luca;1553-1599;"Bicci, Antonio ; Marenzio, Luca, book 5, Amatemi ben mio ; Marenzio, Luca, book 5, Baci soavi e cari ; Marenzio, Luca, book 5, Come fuggir per selva ombrosa e folta ; Marenzio, Luca, book 5, Con la sua man la mia Madonna ; Marenzio, Luca, book 5, Ecco che’l ciel à noi chiaro et sereno ; Marenzio, Luca, book 5, Giunt’ à un bel fonte ; Marenzio, Luca, book 5, Leggiadre ninfe ; Marenzio, Luca, book 5, Leggiadrissima, eterna primavera ; Marenzio, Luca, book 5, Nel dolce seno della bella Clori Tirsi ; Marenzio, Luca, book 5, S’a veder voi non vengo ; Marenzio, Luca, book 5, Spiri dolce Favonio ; Marenzio, Luca, book 5, Vivrò dunque lontano ; Gardane (Firm) [printer]";1595;Italy;"In Venetia ; Venice";Appresso Angelo Gardano;"Collection of madrigals in six parts (SATB56) by Luca Marentio, with one madrigal by Antonio Bicci ; Title from Alto part book ; With dedication page to Don Virginio Orsino, Duke of Bracciano, and table of contents ; Transcribed title page from Alto part book: ALTO / DI LVCA MAREN- / TIO, IL QVINTO LIBRO / DE MADRIGALI / A Sei Voci. / Nouamente Ristampato. / In Venetia Appresso Angelo Gardano. / M.D.LXXXXV ; Copy at C.210.d. Alto (12 leaves)";"Leggiadrissima eterna primauera (Seconda parte: Già le Muse) -- Leggiadre ninfe e pastorelli amanti -- Candide perle e voi / del S. Antonio Bicci -- Come fuggir per selu’ombrosa e folta -- Ecco che’l ciel à noi chiar’ & sereno (Seconda parte: Ecco che mill’augei) -- Spiri dolce Fauonio (Seconda parte: Tacciano i venti) -- Giunt’à vn bel font’ -- Nel dolce seno della bella Clori Tirsi (Seconda parte: Perche l’una e l’altr’alma insieme scocchi) -- Amatemi ben mio -- Con la sua man la mia Madonn’ -- S’a veder voi non vengo -- Baci soaui e cari : canzon (Seconda parte: Baci amorosi e belli ; Terza parte: Baci affammati e’ngordi ; Quarta parte: Baci cortesi e grati ; Quinta & vltima parte: Baci ohime no[n] mirate) -- Viurò dunque lontano";Madrigals, Italian;6;
4507558;Il Quinto libro de madrigali a sei uoci. Nuouamente ristampato. <Canto. - Tenore. - Alto. - Basso. - Quinto. - Sesto.> [Parts.];Il quinto libro de madrigali a sei voci;;Marenzio, Luca;1553-1599;;1610;Italy;Venetia;Appresso Angelo Gardano, & fratelli;;;;6;
4507559;See where with rapid Bound. Madrigal;Il quinto libro de madrigali a sei voci. Come fuggir;;Marenzio, Luca;1553-1599;;1869;England;London;Novello and Co;;;;6;Come fuggir.
4507560;See where with rapid bound. Madrigal;Il quinto libro de madrigali a sei voci. Come fuggir;;Marenzio, Luca;1553-1599;;1877;England;London;;;;;6;Come fuggir.
4507561;Come fuggir. Madrigal, etc;Il quinto libro de madrigali a sei voci;;Marenzio, Luca;1553-1599;;1895;;;;;;;6;Come fuggir.
4507564;Leggiadre ninfe. <Madrigal, 6 stimmig.>;Il quinto libro de madrigali a sei voci;;Marenzio, Luca;1553-1599;;1980;;;;In: Stadlmayr (Johann) [Sacrum beatissimae virginis Mariae canticum. No. 2, 6, 10.] Zwei Parodien - Magnificat, etc;;;6;Leggiadre ninfe.
4507566;Il sesto libro de madrigali a sei voci : novamente composto, & dato in luce;Madrigals. voices (6). book 6;;Marenzio, Luca;1553-1599;;1595;Italy;Venetia;Appresso Angelo Gardano;Madrigals in six parts (SATB56);;Madrigals, Italian;6;
4507567;Il sesto libro de madrigali a sei voci : novamente composto, & dato in luce;Madrigals. voices (6). book 6;;Marenzio, Luca;1553-1599;;1595;Italy;Venetia;Appresso Angelo Gardano;"Madrigals in six parts (SATB56) ; Another copy of C.210.m. Alto.]";;Madrigals, Italian;6;
4507568;Il Sesto libro de madrigali a sei uoci. Nouamente ristampati. <Canto. - Tenore. - Alto. - Basso. - Quinto. - Sesto.> [Parts.];Il sesto libro de madrigali a sei voci;;Marenzio, Luca;1553-1599;;1609;Italy;Venetia;Appresso Angelo Gardano, & fratelli;;;;6;
4507569;Di Luca Marenzio ... Il Sesto Libro de Madrigali a Sei Voci. Nouamenti stampati & dati in luce. Canto. (Alto.) (Tenore.) (Basso.) (Quinto.) (Sesto.);Il sesto libro de madrigali a sei voci;;Marenzio, Luca;1553-1599;;1610;Belgium;Anuersa;Appresso Pietro Phalesio;;;;6;
4507571;Di Luca Marenzio ... Madrigali a Cinque Voci, ridotti in un corpo. Nuouamenti posti in luce, & ... corretti. Tenore. (Basso.);Madrigali a cinque voci. - Collections;;Marenzio, Luca;1553-1599;;1593;Belgium;Anuersa;Appresso Pietro Phalesio & Giouanni Bellero;;;;5;
4507572;Di Luca Marenzio ... il Primo, Secondo, Terzo, Quarto & Quinto Libro de Madrigali a Cinque Voci. Nuouamente ristampati & in vn Corpo ridotti. Canto. (Alto.) (Tenore.) (Basso.) (Quinto.);Madrigali a cinque voci. - Collections;;Marenzio, Luca;1553-1599;;1609;Belgium;Anuersa;Appresso Pietro Phaelsio;;;;5;
4507573;Di Luca Marenzio ... il Primo, Secondo, Terzo, Quarto & Quinto Libro de Madrigali a Cinque Voci. Nuouamente ristampati & in vn Corpo ridotti. Canto. (Alto.) (Tenore.) (Basso.) (Quinto.);Madrigali a cinque voci. - Collections;;Marenzio, Luca;1553-1599;;1609;Belgium;Anuersa;Appresso Pietro Phaelsio;Another copy of B.270.e. Tenore. (Basso.)] 2 pt;;;5;
4507574;Di Luca Marenzio ... il Sesto, Settimo, Ottauo et Nouo Libro, il suo Testamento de Madrigali a Cinque Voci. Nuouamente Stampati & in vn Corpo ridotti. Tenore. (Basso.);Madrigali a cinque voci. - Collections;;Marenzio, Luca;1553-1599;;1609;Belgium;Anuersa;Appresso Pietro Phalesio;;;;5;
4507575;Two Madrigals. Filli volgendo i lumi (SATTB). Dura legge d'amor (Petrarch) (SATTB) ... Edited by John Steele;Madrigali a cinque voci. - Collections;;Marenzio, Luca;1553-1599;Steele, Hubert John;1969;;Nedlands;University of Western Australia;;;;5;"Filli volgendo i lumi; Dura legge d'amor"
4507576;Di Luca Marenzio il Primo Libro de Madrigali a Cinque Voci. Nouamente ... ristampati. Alto;Il primo libro de madrigali a cinque voci;;Marenzio, Luca;1553-1599;;1582;Italy;Venetia;Appresso Angelo Gardano;;;;5;
4507577;Di Luca Marenzio il Primo Libro de Madrigali a Cinque Voci, nouamente ... ristampti. <Canto. - Tenore.>;Il primo libro de madrigali a cinque voci;;Marenzio, Luca;1553-1599;;1586;Italy;Venetia;Presso Giacomo Vincenzi, & Ricciardo Amadino compagni;;;;5;
4507578;Di Luca Marenzio il Primo Libro de Madrigali a Cinque Voci. Nouamente ... ristampati. Canto. (Alto.) (Tenore.) (Quinto.);Il primo libro de madrigali a cinque voci;;Marenzio, Luca;1553-1599;;1587;Italy;Venetia;Appresso Angelo Gardano;;;;5;
4507579;Di Luca Marenzio il Primo Libro de Madrigali a Cinque Voci. Nouamente ristampati. Basso. (Quinto.);Il primo libro de madrigali a cinque voci;;Marenzio, Luca;1553-1599;;1600;Italy;Venetia;Appresso l'Herede di Gierolamo Scoto;;;;5;
4507586;Di Luca Marenzio il Secondo Libro de Madrigali a Cinque Voci, Nouamente Ristampati. Alto;Il secondo libro de madrigali a cinque voci;;Marenzio, Luca;1553-1599;;1583;Italy;Venetia;Appresso Angelo Gardano;;;;5;
4507587;Di Luca Marenzio il Secondo Libro de Madrigali a Cinque Voci, Nouamente Ristampati. Canto. (Alto.) (Tenore.) (Quinto.);Il secondo libro de madrigali a cinque voci;;Marenzio, Luca;1553-1599;;1593;Italy;Venetia;Appresso Angelo Gardano;;;;5;
4507588;Spring returns. Madrigal, etc;Il secondo libro de madrigali a cinque voci. Già torna a rallegrar;;Marenzio, Luca;1553-1599;;1869;England;London;Novello & Co;;;;5;Spring returns.
4507591;The Shepherd's Pipes. Madrigal, etc;Il secondo libro de madrigali a cinque voci. Strider faceva;;Marenzio, Luca;1553-1599;;1869;England;London;Novello & Co;;;;5;The Shepherd's Pipes.
4507592;Di Luca Marenzio il Terzo Libro de Madrigali a cinque voci, nouamente composti, & dati in luce. <Canto. - Tenore. - Alto. - Basso. - Quinto.> [Parts.];Il terzo libro de madrigali a cinque voci;;Marenzio, Luca;1553-1599;;1582;Italy;Venetia;Appresso Angelo Gardano;;;;5;
4507593;Di Luca Marenzio il Terzo Libro de Madrigali a cinque voci, nouamente composti, & dati in luce. <Canto. - Tenore. - Alto. - Basso. - Quinto.> [Parts.];Il terzo libro de madrigali a cinque voci;;Marenzio, Luca;1553-1599;;1582;Italy;Venetia;Appresso Angelo Gardano;Another copy of Hirsch iii .913;;;5;
4507594;Di Luca Marenzio il Terzo Libro de Madrigali a cinque voci, nouamente composti, & dati in luce. <Canto. - Tenore. - Alto. - Basso. - Quinto.> [Parts.];Il terzo libro de madrigali a cinque voci;;Marenzio, Luca;1553-1599;;1582;Italy;Venetia;Appresso Angelo Gardano;Another copy of the Quinto part of R.M.15.b.3.(6.);;;5;
4507595;Il terzo libro de madrigali a cinque voci : novamente ristampati. Canto. (Alto.) (Tenore.) (Quinto.);Madrigals. voices (5). book 3;;Marenzio, Luca;1553-1599;;1595;Italy;Venetia;Appresso Angelo Gardano;;;Madrigals, Italian;5;
4507596;Caro dolce mio ben. - O my loving sweetheart. - Madrigal for S. S. A. T. B. ... Edited by L. Benson;Il terzo libro de madrigali a cinque voci;;Marenzio, Luca;1553-1599;;1914;;;;;;;5;Caro dolce mio ben. O my loving sweetheart.
4507597;Lilies white, crimson Roses. Madrigal, etc;Il terzo libro de madrigali a cinque voci. Rose bianche e vermiglie;;Marenzio, Luca;1553-1599;;1869;England;London;Novello & Co;;;;5;Lilies white, crimson Roses.
4507598;Scaldava il sol. Der gold'ne Strahl der Mittagssonne glühte. Fünfstimmiges Madrigal ... Deutsch von J. Bernhoff, etc;Il terzo libro de madrigali a cinque voci;;Marenzio, Luca;1553-1599;;1904;;;;;;;5;Scaldava il sol. Der gold'ne Strahl der Mittagssonne glühte.
4507600;Di Luca Marenzio il Quarto Libro de Madrigali a Cinque Voci. Nouamente Ristampato. Canto. (Alto.) (Tenore.) (Quinto.);;;Marenzio, Luca;1553-1599;;1594;Italy;Venetia;Appresso Angelo Gardano;;;;5;
4507601;Stay limpit Stream. Madrigal ... The English words written after the manner of 'The Triumphs of Oriana' ... by Thos Oliphant;Il quarto libro de madrigali a cinque voci. - Rivi fontane;;Marenzio, Luca;1553-1599;;1835;;;;In: Oliphant (Thomas) [Ten favorite Madrigals, etc.];;;5;Stay limpit Stream.
4507602;Scendi dal Paradiso. - Liebesbund. - Fünfstimmiges Madrigal ... Deutscher Text von R. Rehbaum, etc;Il quarto libro de madrigali a cinque voci;;Marenzio, Luca;1553-1599;;1901;;;;;;;5;Scendi dal Paradiso. Liebesbund.
4507603;Di Luca Marenzio il Quinto Libro de Madrigali a Cinque Voci. Nouamente composto et dato in luce. Canto. (Tenore.);;;Marenzio, Luca;1553-1599;;1585;Italy;Vinegia;Appresso l'Herede di Girolamo Scotto;;;;5;
4507604;Di Luca Marentio il Quinto Libro de Madrigali a Cinque Voci. Nouamente ristampato. Canto. <Tenore. - Basso. - Quinto.>;;;Marenzio, Luca;1553-1599;;1588;Italy;Venetia;Appresso l'Herede di Girolamo Scotto;;;;5;
4507605;Di Luca Marenzio il Quinto Libro de Madrigali a Cinque Voci. Nouamente ristampato. Canto. (Alto.) (Tenore.) (Quinto.);;;Marenzio, Luca;1553-1599;;1594;Italy;Venetia;Appresso Angelo Gardano;;;;5;
4507606;Di Luca Marenzio il Sesto Libro de Madrigali a Cinque Voci, Nouamente posto in luce. Canto. (Alto.) (Tenore.) (Quinto.);Il sesto libro de madrigali a cinque voci;;Marenzio, Luca;1553-1599;;1594;Italy;Venetia;Appresso Angelo Gardano;;;;5;
4507607;Di Luca Marenzio il Sesto Libro de Madrigali a Cinque Voci. Nouamente Ristampato, etc. Canto. (Tenore.) (Basso.);Il sesto libro de madrigali a cinque voci;;Marenzio, Luca;1553-1599;;1603;Italy;Venetia;Appresso Angelo Gardamo;;;;5;
4507608;Di Luca Marenzio il Sesto Libro de Madrigali a Cinque Voci. Nouamente ristampato. Canto. (Alto.) (Tenore.) (Basso.) (Quinto.);Il sesto libro de madrigali a cinque voci;;Marenzio, Luca;1553-1599;;1614;Italy;Venetia;Stampa del Gardano Ære Bartholomæi Magni;;;;5;
4507609;Di Luca Marenzio il Sesto Libro de Madrigali a Cinque Voci. Nouamente ristampato. Canto. (Alto.) (Tenore.) (Basso.) (Quinto.);Il sesto libro de madrigali a cinque voci;;Marenzio, Luca;1553-1599;;1614;Italy;Venetia;Stampa del Gardano Ære Bartholomæi Magni;Another copy of C.210.j. Basso.];;;5;
4507610;Deh, Tirsi anima mia. (Ah, Thyrsis, my dearest Love.) S. S. A. T. B., etc. <Madrigal. Words adapted from G. B. Guarini. English translation by Millicent Rose. Edited with piano reduction by Denis Arnold.> Ital. & Eng;Il sesto libro de madrigali a cinque voci;;Marenzio, Luca;1553-1599;Arnold, Denis;1963;England;London;Schott & Co;;;;5;Deh, Tirsi anima mia. Ah, Thyrsis, my dearest Love.
4507613;Il settimo libro de madrigali a cinque voci : novamente composto & dato in luce;Madrigals. voices (5). book 7;"Deh, dolc'anima mia ; Madrigals";Marenzio, Luca;1553-1599;"Campo, Diego de [dedicatee] ; Gardano, Angelo [printer] ; Bicci, Antonio ; Marenzio, Luca, book 7, Al lume delle stelle ; Marenzio, Luca, book 7, Ami Tirsi e me 'l neghi ; Marenzio, Luca, book 7, Arda pur sempr'o mora ; Marenzio, Luca, book 7, Cara mie selve a Dio ; Marenzio, Luca, book 7, Com'è dolce il gioire o vago Tirsi ; Marenzio, Luca, book 7, Cruda Amarilli che co 'l nom'ancora ; Marenzio, Luca, book 7, Deh poi ch'era ne' fati ; Marenzio, Luca, book 7, O Mirtillo, Mirtillo anima mia ; Marenzio, Luca, book 7, O disaventurosa acerba sorte ; Marenzio, Luca, book 7, O dolcezze amarissime d'Amore ; Marenzio, Luca, book 7, O fido, o caro Aminta ; Marenzio, Luca, book 7, Ombrose e care selve ; Marenzio, Luca, book 7, Quell'augellin che canta ; Marenzio, Luca, book 7, Questi vaghi concenti ; Marenzio, Luca, book 7, Sospir nato di fuoco ; Marenzio, Luca, book 7, Tirsi mio, caro Tirsi ; Gardane (Firm) [printer]";1595;Italy;"In Venetia ; Venice";Appresso Angelo Gardano;"Collection of madrigals in five parts (SATBQ) ; All by Marenzio apart from 'Dhe dolc'anima mia' by Antonio Bicci ; Transcribed title page from canto part book: DI LVCA MARENZIO / IL SETTIMO LIBRO DE MADRIGALI / A CINQVE VOCI, / Nouamente Composto & dato in luce. / In Venetia Appresso Angelo Gardano. / M. D. LXXXXV ; With table of contents at the end ; Includes dedication by Luca Marenzio to Don Diego de Campo in Italian, dated 'Roma, il dì 20. Ottobre 1595', on the title page verso ; Copy at B.270.b. Digitised score at http://purl.org/rism/BI/1595/10 ; Copy at B.270.b. CANTO (12 leaves), ALTO (12 leaves), TENORE (12 leaves), BASSO (12 leaves), QVINTO (12 leaves); original foliation: [i, ii], 1-21, [22] p. for each part book; paper dimensions: 145 x 199 mm (Canto, Alto, Tenore, Basso) 146 x 209 mm (Quinto)";Deh poi ch’era ne’ fati / [Luca Marenzio] -- Quell’augellin che canta / [Luca Marenzio] -- Prima parte. Cruda Amarilli che co'l nom'ancora Seconda parte. Ma grideran per me le piagg'e i monti / [Luca Marenzio] -- O disaventurosa acerba sorte / [Luca Marenzio] -- Al lume de le stelle / [Luca Marenzio] -- Ami Tirsi e me’l neghi / [Luca Marenzio] -- Prima parte. O dolcezz' amarissime d’amore Seconda parte. Qui pur vedroll'al suon de miei sospiri / [Luca Marenzio] -- Sospir nato de fuoco / [Luca Marenzio] -- Arda pur sempr’o mora / [Luca Marenzio] -- Prima parte. Questi vaghi concenti Seconda parte. Dhe se potessi anch'io / [Luca Marenzio] -- O fido o caro Aminta / [Luca Marenzio] -- O Mirtillo Mirtillo anima mia / [Luca Marenzio] -- Dhe dolc'anima mia / Antonio Bicci -- Come è dolce il gioire o vago Tirsi / [Luca Marenzio] -- Prima parte. Care mie Selve a Dio Seconda parte.Cosi ch'il crederia / [Luca Marenzio] -- Tirsi mio caro Tirsi / [Luca Marenzio] -- Ombrose e care selve / [Luca Marenzio];Madrigals, Italian;5;
