Column1,BL record ID,Title,Standardised title,Other titles,Composer,Composer life dates,Other names,Publication date (standardised),Country of publication,Place of publication,Publisher,Notes,Contents,Subject/genre terms
1482,4552998,"Il primo libro intabolatura di liuto : ove sono madrigali, canzon francesi, pass'e mezi, saltarelli & alcuni suoi ricercari",Intabolatura di liuto. libro 1,,Melchior Neusidler,1531-1590,"Robin, Maistre [composer] ; Arcadelt, Jacob [composer] ; Berchem, Jachet de [composer] ; Corteccia, Francesco [composer] ; Ferrabosco, Domenico Maria [composer] ; Gardane, Antonio [printer] ; Langnaver, Giovanni [dedicatee] ; Lasso, Orlando di [composer] ; Ponte, Giaches de [composer] ; Rore, Cipriano de [composer] ; Verdelot, Philippe [composer] ; Gardane (Firm) [printer]",1566,Italy,Venice,Antonio Gardano,"Collection of madrigals, chansons, dances and ricercars, including works for lute by Neusidler and intabulations by Neusidler of works by other composers ; With table of contents, separating madrigals, chansons and dances and ricercars ; Attributions taken from Brown, ricercars attributed from title page ; Transcribed title page: IL / PRIMO / LIBRO / INTABOLATVRA / DI LIVTO / DI MELCHIOR NEYSDLER / Alemano, Sonatore di Liuto in Augusta, / oue sono Madrigali, Canzon Francesi, / Pass’e mezi, Saltarelli & alcuni / suoi Ricercari, Nouamēte / da lui posti in luce. / In Venetia appresso di Antonio Gardano. / 1566 ; With dedication page in Italian to Giovanni Langnaver ; Copy at K.8.g.3.(1). 20 leaves; original foliation: [i-ii], I-XXXVIII; paper dimensions: 276 x 192 mm ; Copy at K.8.g.3.(1). Digitised score at http://purl.org/rism/BI/1566/29",Deh ferma amor / [Orlando di Lasso or Domenico Ferrabosco] -- O s’io potesi do[n]na / [Jachet de Berchem] -- Io mi son giouinetta / Domenico Ferrabosca] -- Con lei fuss’io / [Jacob Arcadelt or Jachet de Berchem or Francesco Corteccia or Giaches de Ponte] -- Vita de la mia uita / [Philippe Verdelot] -- Perche la uita breve -- Signor mio caro / [Cipriano de Rore] -- Carità di Signore / [Cipriano de Rore] -- Avecqe uous / [Orlando di Lasso] -- Suspirs ardans / [Jacob Arcadelt] -- Mosieur Labe / [Maistre Robin or Orlando di Lasso] -- Hellas’ quel iour / [Orlando di Lasso] -- Vn doulx nenmy / [Orlando di Lasso] -- Content ou non -- Vrai dieu disois / [Orlando di Lasso] -- Petite folle / [Orlando di Lasso] -- Pass’e mezo antico -- Il suo saltarello con la ripresa -- Pass’e mezo la Milanese -- Il suo saltarello con la ripresa -- Ricercar Primo / [Melchior Neusidler] -- Ricercar Secondo / [Melchior Neusidler] -- Ricercar Terzo / [Melchior Neusidler] -- Ricercar Quarto / [Melchior Neusidler],Intabulations (Lute) ; Lute music
1483,4552999,"Teütsch Lautenbuch : Darinnen kunstliche Mutete[n], liebliche italienische, frantzösische, Teütsche Stuck, fröliche teütsche Täntz, Passo e mezo, Saltarelle, und drei Fantasien alles mit fleiss aussgesetzt",,,Melchior Neusidler,1531-1590,"Dorothea Susanna, consort of Johann Wilhelm, Herzog zu Sachsen-Weimer [dedicatee] ; Jacquet, of Mantua [composer] ; Josquin, des Prez [composer] ; Lupus [composer] ; Arcadelt, Jacob [composer] ; Berchem, Jachet de [composer] ; Brack, Georg [composer] ; Caen, Arnold [composer] ; Clemens non Papa, Jacobus [composer] ; Cortot, Alfred [former owner] ; Crecquillon, Thomas [composer] ; Hofhaimer, Paul [composer] ; Jobin, Bernhard [printer] ; Lasso, Orlando di [composer] ; Lupi, Johannes [composer] ; Mouton, Jean [composer] ; Pathie, Rogier [composer] ; Rore, Cipriano de [composer] ; Senfl, Ludwig [composer] ; Verdelot, Philippe [composer] ; Willaert, Adrian [composer] ; Zirler, Stephan [composer]",1574,France,Strasbourg,Bernhart Jobin,"Collection of motets, chanson, madrigals, German songs and German dances for the lute ; With table of contents, image of the editor (Melchior Newsidler), dedication to Dorothea Pfalzgrafin and preface to the reader ; ‘Creator omnium’ and ‘In te domine speraui (secunda pars: Et propter nomen tuum)’ are both labelled song number 4 ; Transcribed title page: Teütsch Lauten= / buch / Darinnenn / kunstliche Mutete[n], lieb= / liche Italianische, Frantzösische, Teüt= / sche Stuck, fröliche Teütsche Täntz, Passo e / mezo, Saltarelle, vnd drei Fantasien Alles mit / fleiss aussgesetzt, auch artlich vnd / zierlich Coloriert, / durch / Melchior Newsidler, Bur= / ger vnd Lautenist in Augspurg. / Getruckt zů Strassburg, durch / Bernhart Jobin, Im Jar. / 1574. / Mit Röm[ischer] Key[serlicher] May[estet] Freyheit, / auff zehen Jar ; Copy at K.2.i.28. Digitised score at http://purl.org/rism/BI/1574/13 ; Copy at K.2.i.28. Paper dimensions: 327 x 208 mm","Benedicta es coeloru[m] (secunda pars: Per illud aue) (tertia pars: Nunc Mater exora natum) / Iosquin de pres. -- Tua est potentia / Ioannes Mouton -- Vita in ligno moritur (secunda pars: Qui propheticę) (tertia pars: Qui expansis) / Ludwig Senfel -- Creator omnium / Adrianus Willart -- In te domine speraui (secunda pars: Et propter nomen tuum) / Iohan Lupus -- Si bona suscepimus / Verdalot -- Aspice Domine / Iacquet -- Hierusalem luge (secunda pars: Deduc quasi torrentem) / Adrianus Kein -- Maria Magdalenae (secunda pars: Cito euntes) / Clemens non papa -- Domine quinque talenta tradidisti mihi / Orlando Lassus -- Du fond de ma pensee / Orlando di lassus -- Damour me plauis / Rogier -- Frais & galiarte / Clemens no[n] papa -- Vng gai Bergier / Tomas Qriquilion -- Si natem presces / Thomas Quequilion -- Bon Iuor mon Cour / Orlando Lassus -- Quando io Penso al martire / Archadele -- Non so per qual cagion / Archadelt -- Il ciel che rado virtu / Archedelt -- O felici oichi miei / Archadelt -- Anchor che col partire / Cipriano Rore -- Quanto il mio duol senza conforto sia / Orlando Lassus -- Bewar mich Herr / Steffan Zirler -- Was wirt es doch, des wnnders noch / Ludwig Senfel -- Mein fleiss vn[d] müh / Ludwig Senfel -- Tröstlicher lieb, ich mich stets yeb / Paulus Hoffhamer -- Ich reüw vnd klag, das ich mein tag / Gregorius Brack -- Wo Gott der Herr nicht bey uns helt / Orlando Lassus -- Ich gieng ein mal spacieren -- Ein lieblicher vnd sehr gůter Tantz -- Der Fuggerin Dantz -- Die alt Schwiger -- Wann ich des morgens frü auffsteh -- Der alten Weiber Tantz -- Wie möcht ich frölich werden -- Proficiat jr lieben herren -- Mein hertz ist frisch, mein gmüt ist frey -- Beschaffens glück ist vnuersammpt -- Der Dorisanen Dantz ; Mir ist ein feins brauns mägetlin gefallen in meinen sin -- Passa é mezo Lamillanesa -- Passa é mezo Anticho -- Passa é mezo comune -- Fantasia MN -- Fantasia MN -- Fantasia super anchor che col partire. MN",Lute music ; Tablature (Music)
1495,4557007,"Prime Musiche Nuoue ... à una, due, et tre Voci, per Cantare con la Tiorba, et altri Strumenti, Nouamente poste in luce",,,Angelo Notari,1566-1663,,1613,England,London,Guglielmo Hole,"This work contains an arrangement for one voice of Cipriano di Rore's four-part madrigal, 'Ben qui si mostra'",,
1499,4557595,Novi frutti musicali : Madrigali a cinque voci,,,,,"Bellasio, Paolo [dedicator, composer] ; Crivelli, Arcangelo [composer] ; Croce, Giovanni [composer] ; Dragoni, Giovanni Andrea [composer] ; Giovannelli, Ruggiero [composer] ; Ingegneri, Marc Antonio [composer] ; Isnardi, Paolo [composer] ; Luzzaschi, Luzzasco [composer] ; Moscaglia, Giovanni Battista [composer] ; Mosto, Giovanni Battista [composer] ; Nanino, Giovanni Maria [composer] ; Oliva, Giovanni Paolo [dedicatee] ; Roy, Bartolomeo [composer] ; Soriano, Francesco [composer] ; Stabile, Annibale [composer] ; Striggio, Alessandro [composer] ; Vincenti, Giacomo [printer] ; Zoilo, Annibale [composer]",1590,Italy,Venice,Giacomo Vincenzi,"Collection of Italian madrigals in five parts (CATB5) ; In the table of contents no.16 is assigned to F. Anerio, but B. Roi's name occurs in the heading ; With a dedication to Giovanni Paolo Oliva by Bellasio signed ‘Di Venetia. il dì 20. d’Ottobre. 1590.’ ; Transcribed title page from canto part book: NOVI FRVTTI MVSICALI / MADRIGALI A CINQVE VOCI, / Di diuersi Eccellentissimi Musici. / NOVAMENTE COMPOSTI, / & dati in luce. / CON PRIVILEGIO. / IN VENETIA, Appresso Giacomo Vincenti. / M D. X C ; Copy at K.3.h.1. Canto (12 leaves) Alto (12 leaves) Tenore (12 leaves) Basso (12 leaves) Quinto (12 leaves); original foliation: Canto: [i-ii], 1-21, [22] Alto: [i-ii], 1-21, [22] Tenore: [i-ii], 1-21, [22] Basso: [i-ii], 1-21, [22] Quinto: [i-ii], 1-21, [22]; paper dimensions: 213 x 155 mm ; Copy at K.3.h.1. Digitised score at http://purl.org/rism/BI/1590/15",Ninfa che dal superb’Adriaco seno / Alessandro Striggio -- [Seconda parte.] Sorgesti sola e’l tuo splendor fù tanto / Gio. Maria Nanino -- Terza parte. L’alto Motor che delle cose belle / Annibale Stabile -- Quarta parte. Benche rallenti a suoi destrieri il morso / Gio. Battista Moscaglia -- Quinta parte. Sol di lum’immortal Titon di zelo / Archangelo Criuello -- Sesta parte. Cosi diss’egli e’l cielo e gl’elementi / Annibal Zoilo. -- Settima parte. Le Ninfe del mar d’Adria / Ruggiero Giouanelli -- Ottaua parte. Con quella maestà d’ond’ugual / Gio. Maria Nanino -- Non parte. Alba seren’e sola / Paulo Bellasio -- Decima parte. Perle e Rubini I fior vermigli / Francesco Soriano -- Vndecima parte. Vn mondo solo Il vostro raggio eterno / Gio. Andrea Dragoni -- Duodecima parte. Farai le belle riue d’Adria e d’Arno / Paulo Bellasio -- Va sconosciuto Amor Fra fiori e spine / Paulo Isnardi -- Qual’hor vag’e ridente / Bartolomeo Roi -- Quell’acqua esser vorrei / Marc’Antonio Ingigneri -- Ragion è ben ch’in questo chiaro giorno / Bartolomeo Roi -- Proposta. Ben mio quando da voi feci partita (Risposta del detto: Quand’il cor mi lasciasti a la partita) / Gio. Croce Chiozotto -- Il bianc’è dolce cigno cantando / Gio. Battista Mosto -- Tu Ribello d’Amor tu di pietade / Luzasco Luzaschi -- Mentre Tirsi gentil con nuoui ardori / Paolo Bellasio,
1500,4557596,Noui Frutti Musicali. Madrigali a Cinque Voci di Diuersi Eccellentissimi Musici. Nouamente augmenti & dati in luce. [With a dedication signed 'Pietro Phalesio'.] Tenore. (Basso.) 2 pt,,,,,"Phalèse, Pierre",1610,Belgium,Antwerp,Pietro Phalesio,"The composers of this collection are: A. Striggio, G. M. Nanino, A. Stabile, G. B. Moscaglia, Archangelo Chrivello, A. Zoilo, R. Giovanelli, Paulo Bellasio, Francisco Soriano, G. A. Dragoni, P. Isnardi, B. Roi, G. Croce, G. G. Gastoldi, L. Luzaschi, Principe di Venosa, G. B. Mosto, M. A. Ingegneri, H. Vecchi, G. Priuli, B. Nanino, F. Anerio, G. Heremitas, G. P. Swellingh, C. Verdonch and Antonio Formica",,
1518,4562970,"Di Giulio d'Oristagno ... Il Primo Libro de Madrigali a Cinque Voci, etc. Canto. (Alto.) (Tenore.) (Basso.) (Quinto.)",,,Giulio d Oristagno,1543-1623,,1588,Italy,Venice,Angelo Gardano,,,
1519,4562972,Il Primo Libro de Madrigali a Cinque Voci ... Nouamente stampato. Canto. (Tenore.),,,Santi Orlandi,1619,,1602,Italy,Venice,Angelo Gardano,This work also contains madrigals by A. del Vivaio and A. Bicci,,
1520,4563078,"Il secondo libro de madrigali à quatro, à cinque, & à sei voci",Madrigals. voices (4-6). book 2,,Alessandro Orologio,1550-1633,"Christian, I, Elector of Saxony [dedicatee] ; Michaeli, Ruggiero [composer]",1589,Germany,Dresden,Typis Elect Saxoniae,"Collection of madrigals for 4-6 voices ; The Sesto part for ‘Nelle guancie leggiadre et amorose (seconda parte: Candide piu che cigno)’ and ‘Omnia vincit Amor’ is printed alongside the Quinto part in the Quinto part book ; Title from Tenore part book ; Transcribed title page from Tenore part book: DI ALESSANDRO OROLOGIO / IL SECONDO LIBRO DE MADRI- / gali à Quatro, à Cinque, & à Sei voci. / Nouamente composti & dati in luce. / DRESDAE, / Typis Elect. Saxoniae, anno M. D. LXXXIX ; Copy at A.303. Digitised score at http://purl.org/rism/BI/1589/15 ; Copy at A.303. Tenore (12 leaves), Quinto (12 leaves); original pagination: Tenore: [i-ii], 1-21, [22] p., Quinto: [i-ii], 4-18, 19, 19, 20, 20, 21, 21, [25] p.; paper dimensions: 153 x 200 mm","Baci soavi e cari -- Laura soave vita de mia vita -- Lieto phebo del mar -- Gliocchi sereni e le stellanti ciglia -- Cosi leggiadre, e belle -- Occhi sereni angeliche parole -- Dentr’ a un bagno di rose & di viole -- Hor la spinge hor ritiene -- Cantiamo lieti, e voi Fauni, e pastori -- Quando mia fera stella -- Mentre io mirava fiso -- Per la dolce, e si cara gioia -- Fiamma d’amor che m’hai brusat’il core / Ruggiero Michaeli -- Queta’ era l’aria -- O novella d’amor fiamma lucente (seconda parte: Encomincio, o sirena, o Nimpha, o dea) -- Io son ferito, è chi mi punse il core -- Come havrà vita amor -- Nelle guancie leggiadre et amorose (seconda parte: Candide piu che cigno) -- Omnia vincit Amor","Madrigals, Italian"
1523,4563219,"Il Primo Libro de' Madrigali ... Con Due Madrigali Cromatici nel Fine, nuouamente posti in luce da Claudio da Correggio. A Cinque Voci. Tenore. (Basso.) (Quinto.)",Madrigals. voices (5),,Francesco Orso,1567-1581,"Merulo, Claudio",1567,Italy,Venice,Giorgio Angelieri,,,
1526,4564442,"Kronen Krönlein oder Musicalischer Vorläuffer, Auff geistliche Concert-Madrigal-Dialog-Melod-Symphon-Motetische Manier, etc. Mit 3. 4. 5. 6. 7. und 8. Stimmen, sampt einem General Bass, etc. Andere (Dritte) (Vierdte) (Fünffte) (Sechste oder letzte) Stimme",,,Stephan Otto,1603-1656,,1648,Germany (East),Freiberg,Georg Beuthern,,,
1529,4565455,Il primo libro de madrigali a cinque voci,,,,,"Bona, Mateo di [dedicatee] ; Felis, Stefano [composer] ; Gardano, Angelo [printer] ; Pace, Giovanni Battista [composer] ; Vopa, Giovanni Donato [composer] ; Gardane (Firm) [printer]",1585,Italy,Venice,Angelo Gardano,"Collection of madrigals in 5 parts (SATBQ) by Giovanni Battista Pace, Giovanni Donato Vopa and Stefano Felis ; Transcribed title page from Canto part book: IL PRIMO LIBRO DE MADRIGALI / A CINQVE VOCI DI GIO. BATTISTA PACE, / ET GIOVAN DONATO VOPA, / Discepoli di Stefano Felis da Bari: / Nouamente Composti, & dati in luce. / In Venetia Appresso Angelo Gardano / M. D. LXXXV ; With table of contents ; Includes dedication from Gio. Battista Pace and Gio. Donato Vopa to Mateo di Bona, in Italian ; Copy at K.7.b.10. Canto (12 leaves); Alto (12 leaves); Tenore (12 leaves); Basso (8 leaves); Quinto (12 leaves); original foliation: all parts except Basso: [i-ii], 1-21, [22]; Basso [i-ii], 1-2, [pages 3-6 missing], 7-21, [22]; paper dimensions: 157 x 217 mm ; Copy at K.7.b.10. Digitised score at http://purl.org/rism/BI/1585/30",E veramente fra le stelle / Gio. Donato de la Vopa -- Mille amorosi bacci / Gio. Donato de la Vopa -- Mentre [scherzava amor] (seconda parte: Ben sei felice) / Gio. Battista Pace -- Sotto finti d'Amor dolci sembianti (seconda parte: Ne v'ingann'il mirar) (terza parte: Et io benche infelice) / Stefano Felis -- Se le lagrime tue (seconda parte: Deh fammi degno haverle) / Gio. Donato de la Vopa -- Spirti celesti e puri / Gio. Donato de la Vopa -- A pianti amari (seconda parte: Ohime dolce ben mio) (terza parte: Vostra belta co'i primi raggi suoi) / Gio. Battista Pace -- Felice primavera di bei pensier fiorisce (seconda parte: Danzan le ninfe honeste) / Gio. Donato de la Vopa -- Amor fra bosch'e solitarie selve / Gio. Battista Pace -- Corran d'argento i fiumi / Gio. Battista Pace -- Ahi trascurato cor / Gio. Donato de la Vopa -- Mentre ch'io vo là dove amor m'invia / Gio. Donato de la Vopa -- Mentre piango i miei falli e l'aria intorno / Gio. Battista Pace -- O com'è bella / Gio. Battista Pace,"Madrigals, Italian"
1530,4565457,"Madrigali à cinque voci ... Libro secondo. Nouamente composti, & dati in luce. <Canto.>",,,Pietro Pace,1559-1622,,1612,Italy,Venice,Giacomo Vincenzi,,,
1531,4565458,"Madrigali a Quattro et a Cinque Voci. Parte con Sinfonia se piace, e parte senza ... Opera Decima Quinta. Alto",,,Pietro Pace,1559-1622,,1617,Italy,Venice,Giacomo Vincenzi,,,
1537,4567053,Madrigali ... a Cinque Voci. Libro Secondo. Canto. (Alto.) (Tenore.) (Basso.) (Quinto.),,,Gioseppe Palazzotto E Tagliavia,1587-1633,,1620,Italy,Palermo,Giouan Battista Maringo,This work contains a madrigal by Gio. Battista Fossato,,
1540,4567140,Il Primo Libro de Madrigali a Cinque Voci ... Nouamente composti & dati in luce. Canto,,,Giovanni Pierluigi da Palestrina,1525-1594,,1581,Italy,Venice,Angelo Gardano,,,
1541,4567141,"Il Primo Libro de Madrigali a Quattro Voci ... Di nuouo ristampato, et da M. Claudio Merulo da Correggio con ogni diligenza corretto. Canto",Il primo libro de madrigali a quattro voci,,Giovanni Pierluigi da Palestrina,1525-1594,"Merulo, Claudio",1574,Italy,Venice,Giorgio Angelieri,,,
1542,4567143,"Di Giouanni Petraloysio da Palestina il Secondo Libro de Madrigali a Quattro Voci. Nouamente posto in luce, etc. Canto. (Alto.) (Tenore.) (Basso.)",Il secondo libro de madrigali a quattro voci,,Giovanni Pierluigi da Palestrina,1525-1594,,1586,Italy,Venice,l'Herede de Girolamo Scotto,,,
1562,4567521,Di Benedetto Pallavicino Madrigali a Cinque Voci. Di nouo Stampati & Corretti. Tenore. (Basso.),,,Benedetto Pallavicino,1551-1601,,1604,Belgium,Antwerp,Pietro Phalesio,,,
1563,4567522,"Di Benedetto Pallavicino Il Secondo Libro de Madrigali a Cinque Voci. Nouamente Ristampato, & corretto. Canto. (Alto.) (Tenore.) (Basso.) (Quinto.)",,,Benedetto Pallavicino,1551-1601,,1606,Italy,Venice,Alessandro Rauerij,,,
1564,4567523,Il quarto libro de madrigali à cinque voci,Madrigals. voices (5). book 4,,Benedetto Pallavicino,1551-1601,"Vincenzo, I Gonzaga, Duke of Mantua [dedicatee] ; Gardano, Angelo [printer] ; Preti, Alfonso [composer]",1596,Italy,Venice,Angelo Gardano,"Collection of madrigals in five parts (SSATB, SAATB, SATTB), with table of contents at the end of each part book ; 19 five part madrigals by Pallavicino, except for no.15 which is by Alfonso Preti. Nos. 9, 12 and 19 are in two sections ; Dedication to Vincenzo Gonzaga, Duke of Mantua from Pallavicino on verso of title page in each part book ; Transcribed title page from canto part book: CANTO / DI BENEDETTO PALLAVICINO / MAESTRO DI CAPELLE DEL SERENISSIMO / SIGNOR DVCA DI MANTVA / Il Quarto Libro di Madrigali à Cinque Voci / Nouamente Ristampato. / [Printer’s device] / In Venetia Appresso Angelo Gardano / M.D.LXXXXVI ; Copy at K.1.c.30. Digitised score at http://purl.org/rism/BI/1596/16 ; Copy at K.1.c.30. Canto (14 leaves), Quinto (14 leaves), Alto (14 leaves), Tenore (14 leaves), Basso (14 leaves); original pagination: Canto: [i-ii],1 – 26 p. Quinto: [i-ii],1 – 25, [26] p. Alto: [i-ii],1 – 26 p. Tenore: [i-ii],1 – 25 p. Basso: [i-ii],1 – 25, [26] p.; paper dimensions: 150 x 202 mm",Mentre che di qui d’intorno / Benedetto Pallavicino -- Si mi dicesti ed’io / Benedetto Pallavicino -- Non mirar no[n] mirare / Benedetto Pallavicino -- Non mi ferir piu amore / Benedetto Pallavicino -- Tutt’eri foco amore quand’arsi prima / Benedetto Pallavicino -- Ben è ragion ch’io t’ami / Benedetto Pallavicino -- Arte mi siano i crini / Benedetto Pallavicino -- Con che soavità labbia odorate / Benedetto Pallavicino -- Filli cara & amata. (Risposta: Dunque Aminta mio caro) / Benedetto Pallavicino -- Hor liet’il pesce / Benedetto Pallavicino -- Se voi sete il mio core / Benedetto Pallavicino -- La tua car’Amarilli (Seconda parte: Rispose egli piu rara) / Benedetto Pallavicino -- Hor ch’a la bella Clori / Benedetto Pallavicino -- Giunto che m’hebb’amor / Benedetto Pallavicino -- Tra mille fior già colti in dolce speco / Alfonso Preti -- Occhi un tempo mia vita / Benedetto Pallavicino -- Arsi piansi e cantai / Benedetto Pallavicino -- Perfida pur potesti / Benedetto Pallavicino -- Passa la nave tua che porta. (Seconda parte: Nebbia no[n] lenta mai di feri sdegni) / Benedetto Pallavicino,"Madrigals, Italian"
